step,loss,loss/mean,loss/std,lr,momentum
29,0.20990782976150513,0.20990782976150513,0.005571196919853547,0.00025200381106253445,0.8659987936409964
30,0.2096717804670334,0.2096717804670334,0.0056991228394046856,0.00024349992165213725,0.8688334347830267
31,0.20954495668411255,0.20954495668411255,0.005335901995522075,0.00023447314610821718,0.8718423720000823
32,0.20793516933918,0.20793516933918,0.00444901487022257,0.00022497396582121568,0.8750087780947071
33,0.20844602584838867,0.20844602584838867,0.004807637906031301,0.0002150555040605228,0.8783149452396066
34,0.20827433466911316,0.20827433466911316,0.0046973604595867404,0.00020477322888760575,0.8817423840070008
35,0.20888377726078033,0.20888377726078033,0.005515546750224081,0.00019418464295610936,0.8852719267690039
36,0.20827767252922058,0.20827767252922058,0.004805575623986127,0.00018334896193369145,0.8888838348907757
37,0.20764216780662537,0.20764216780662537,0.003951196660077891,0.00017232678334398957,0.8925579091169733
38,0.2077587991952896,0.2077587991952896,0.004091121369499306,0.00016117974768068772,0.8962736025341809
39,0.20763832330703735,0.20763832330703735,0.0039254025271557615,0.0001499701936888724,0.9000101354775845
40,0.20682285726070404,0.20682285726070404,0.003363246351367489,0.00013876080974148286,0.9037466117392859
41,0.20749014616012573,0.20749014616012573,0.00420837719891253,0.00012761428326050093,0.9074621354283747
42,0.20690403878688812,0.20690403878688812,0.00351532174282476,0.00011659295014345901,0.9111359278292249
43,0.2070743888616562,0.2070743888616562,0.0035767321138846396,0.00010575844615581506,0.9147474436045027
44,0.2064143270254135,0.2064143270254135,0.002640378665769875,9.517136223875065e-05,0.9182764856930259
45,0.20683930814266205,0.20683930814266205,0.003424913800301519,8.48909056600497e-05,0.9217033182599231
46,0.20674461126327515,0.20674461126327515,0.0033362824285722214,7.49745689030406e-05,0.925008777067428
47,0.20658838748931885,0.20658838748931885,0.0031054080062882725,6.547780814530778e-05,0.9281743766490707
48,0.2061585783958435,0.2061585783958435,0.0024437824649627174,5.645373312525223e-05,0.931182413687904
49,0.2061040997505188,0.2061040997505188,0.002257539120394989,4.79528101308905e-05,0.9340160660206339
50,0.20616139471530914,0.20616139471530914,0.002601957853773458,4.0022579771901485e-05,0.9366594867139797
51,0.2062116265296936,0.2062116265296936,0.0025871671829143968,3.270739111325254e-05,0.9390978926871532
52,0.2060096263885498,0.2060096263885498,0.0023024175467687234,2.6048153657238658e-05,0.9413176473848432
53,0.20598800480365753,0.20598800480365753,0.0022977672086562408,2.0082108560951307e-05,0.9433063370383643
54,0.20578978955745697,0.20578978955745697,0.0020175963368395454,1.4842620368621324e-05,0.9450528400884866
55,0.20580051839351654,0.20580051839351654,0.001904169536994743,1.035899042355388e-05,0.9465473893817062
56,0.20596656203269958,0.20596656203269958,0.002466222849807682,6.656293003130807e-06,0.9477816267921302
57,0.20582318305969238,0.20582318305969238,0.0020603377989643658,3.7552350932805896e-06,0.9487486499635063
58,0.2057730108499527,0.2057730108499527,0.0021319954277758233,1.6720405866133769e-06,0.9494430509099991
59,0.20580220222473145,0.20580220222473145,0.001990503294802148,4.1835955183257024e-07,0.9498609462598409
60,0.20567086338996887,0.20567086338996887,0.0016014848225907327,1.2030818248747524e-09,0.9499999989727209
